fields,supports,top100,top200,diff
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND cit2018 > 23327.50,"['0.13', '0.02']",0.13,0.02,0.11
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubPA2016 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
pub2016 <= 7543.00 AND citPA2018 > 5.45 AND pubTJP2017 > 46.80,"['0.13', '0.02']",0.13,0.02,0.11
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
authors2016 > 6535.50 AND cit2018 <= 43571.50 AND acaCol2017 > 5.75,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2016 <= 107650.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND cit2018 <= 43571.50,"['0.13', '0.06']",0.13,0.06,0.07
cit2018 <= 35720.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
pub2016 <= 7543.00 AND citPA2017 > 9.83 AND acaCol2018 <= 4.20,"['0.13', '0.04']",0.13,0.04,0.09
pub2018 <= 8184.50 AND pub2018 > 4798.00 AND authors2016 <= 4396.00,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2018 > 35720.00 AND cit2018 <= 43571.50 AND intCol2016 > 49.70,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2018 <= 35720.00 AND pub2018 > 4798.00 AND authors2017 <= 4467.00,"['0.13', '0.02']",0.13,0.02,0.11
cit2018 > 35720.00 AND cit2018 <= 43571.50 AND intCol2016 > 49.70,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pubTJP2016 > 35.85,"['0.13', '0.04']",0.13,0.04,0.09
authors2017 > 7050.50 AND citPP2017 <= 10.15 AND cit2018 > 43571.50,"['0.13', '0.00']",0.13,0.0,0.13
cit2016 <= 107650.00 AND citPA2018 > 5.45 AND cit2018 > 12290.50,"['0.13', '0.13']",0.13,0.13,0.0
pub2018 > 8184.50 AND pubTCP2016 <= 23.75 AND pubPA2018 <= 1.07,"['0.13', '0.06']",0.13,0.06,0.07
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubPA2016 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
pub2016 > 7543.00 AND fwCitImp2017 <= 2.01 AND acaCol2017 <= 5.40,"['0.13', '0.07']",0.13,0.07,0.06
h5Index <= 172.50 AND cit2016 <= 107115.50 AND pubPA2018 > 1.26,"['0.13', '0.07']",0.13,0.07,0.06
authors2018 <= 6722.50 AND pubPA2018 > 1.26 AND pubPA2016 <= 1.56,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND cit2017 > 28872.00,"['0.13', '0.04']",0.13,0.04,0.09
pub2016 <= 7543.00 AND citPP2017 > 10.15 AND pub2018 <= 7036.50,"['0.13', '0.11']",0.13,0.11,0.020000000000000004
pub2016 <= 7543.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
pub2017 > 7940.00 AND intCol2016 <= 39.65 AND cit2018 > 43571.50,"['0.13', '0.00']",0.13,0.0,0.13
pub2016 > 7543.00 AND citPA2018 <= 4.62 AND cit2016 <= 145551.00,"['0.13', '0.07']",0.13,0.07,0.06
pub2016 <= 7543.00 AND citPA2017 > 9.83 AND acaCol2018 <= 4.20,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND citPP2018 <= 4.75 AND cit2017 <= 89417.50,"['0.13', '0.05']",0.13,0.05,0.08
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pubTJP2016 > 35.85,"['0.13', '0.04']",0.13,0.04,0.09
cit2018 > 35720.00 AND citPA2018 <= 5.33 AND cit2016 > 143080.00,"['0.13', '0.00']",0.13,0.0,0.13
pubTCP2018 <= 19.45 AND cit2016 > 49470.50 AND fwCitImp2016 <= 1.55,"['0.13', '0.04']",0.13,0.04,0.09
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pubPA2016 <= 1.56,"['0.13', '0.04']",0.13,0.04,0.09
pub2018 <= 8184.50 AND pubTJP2018 > 43.25 AND citPA2017 <= 12.50,"['0.13', '0.12']",0.13,0.12,0.010000000000000009
cit2018 > 35720.00 AND citPA2018 <= 5.33 AND cit2016 > 143080.00,"['0.13', '0.00']",0.13,0.0,0.13
pub2016 > 7543.00 AND acaCol2017 <= 5.35 AND citPA2016 > 15.50,"['0.13', '0.00']",0.13,0.0,0.13
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND authors2017 > 1687.50,"['0.13', '0.02']",0.13,0.02,0.11
pub2016 > 7543.00 AND fwCitImp2017 <= 2.01 AND intCol2017 <= 45.15,"['0.13', '0.07']",0.13,0.07,0.06
pub2016 > 7543.00 AND fwCitImp2017 <= 2.01 AND intCol2017 <= 45.15,"['0.13', '0.07']",0.13,0.07,0.06
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubPA2017 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
authors2017 <= 7050.50 AND citPA2017 <= 12.26 AND pubTJP2018 > 42.85,"['0.13', '0.12']",0.13,0.12,0.010000000000000009
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND citPA2018 > 5.03,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND cit2017 <= 89417.50,"['0.13', '0.05']",0.13,0.05,0.08
cit2017 > 75794.50 AND cit2016 <= 143080.00 AND pubPA2017 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
authors2016 > 6535.50 AND cit2017 <= 89417.50 AND acaCol2016 <= 4.85,"['0.10', '0.13']",0.1,0.13,-0.03
cit2018 > 35720.00 AND acaCol2017 <= 5.75 AND cit2016 > 145551.00,"['0.13', '0.00']",0.13,0.0,0.13
pubTJP2016 <= 43.85 AND pub2016 > 7565.00 AND intCol2016 > 44.45,"['0.13', '0.00']",0.13,0.0,0.13
pub2016 > 7543.00 AND fwCitImp2017 <= 2.01 AND acaCol2017 <= 5.40,"['0.13', '0.07']",0.13,0.07,0.06
pub2018 > 8184.50 AND intCol2018 <= 41.80 AND cit2017 > 89417.50,"['0.13', '0.00']",0.13,0.0,0.13
cit2018 <= 35720.00 AND pub2018 > 4798.00 AND authors2016 <= 4396.00,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2018 > 35720.00 AND pub2016 > 7472.50 AND citPA2017 <= 9.68,"['0.13', '0.04']",0.13,0.04,0.09
pubTJP2018 > 38.70 AND cit2017 <= 76606.00 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
authors2017 <= 7050.50 AND citPA2017 > 12.26 AND fwCitImp2018 <= 2.14,"['0.13', '0.02']",0.13,0.02,0.11
h5Index <= 172.50 AND cit2016 <= 107115.50 AND pubPA2018 > 1.26,"['0.13', '0.07']",0.13,0.07,0.06
cit2018 <= 35720.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
pub2016 > 7543.00 AND h5Index <= 184.50 AND citPA2017 <= 9.68,"['0.13', '0.07']",0.13,0.07,0.06
authors2017 > 7050.50 AND citPP2017 <= 10.15 AND cit2018 > 43571.50,"['0.13', '0.00']",0.13,0.0,0.13
cit2018 > 35720.00 AND citPA2018 <= 5.33 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
authors2016 <= 6535.50 AND intCol2018 <= 67.70 AND citPA2016 > 18.50,"['0.13', '0.09']",0.13,0.09,0.04000000000000001
authors2018 > 6722.50 AND citPA2017 <= 11.01 AND pub2016 <= 8133.50,"['0.10', '0.13']",0.1,0.13,-0.03
h5Index <= 172.50 AND cit2016 <= 107115.50 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
pub2018 <= 8184.50 AND citPA2018 > 5.45 AND pubTJP2017 > 46.80,"['0.13', '0.02']",0.13,0.02,0.11
authors2018 <= 6722.50 AND h5Index > 91.50 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
authors2016 > 6535.50 AND acaCol2016 <= 4.75 AND cit2018 <= 43791.50,"['0.09', '0.13']",0.09,0.13,-0.04000000000000001
authors2016 > 6535.50 AND acaCol2016 > 4.75 AND citPP2016 <= 15.90,"['0.13', '0.03']",0.13,0.03,0.1
authors2017 > 7050.50 AND citPA2017 <= 9.69 AND intCol2016 > 32.95,"['0.12', '0.13']",0.12,0.13,-0.010000000000000009
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND citPA2018 > 5.03,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND acaCol2017 <= 5.75,"['0.13', '0.05']",0.13,0.05,0.08
cit2018 > 35720.00 AND citPA2018 <= 5.33 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
fwCitImp2017 > 2.05 AND cit2016 <= 118591.50 AND acaCol2017 <= 7.30,"['0.12', '0.13']",0.12,0.13,-0.010000000000000009
cit2016 <= 107650.00 AND acaCol2018 <= 6.75 AND pubTJP2018 > 42.85,"['0.13', '0.11']",0.13,0.11,0.020000000000000004
pubTJP2016 > 43.85 AND pub2018 <= 8184.50 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
citPP2017 <= 10.15 AND authors2017 > 6962.50 AND cit2018 > 43571.50,"['0.13', '0.00']",0.13,0.0,0.13
pubTJP2018 > 38.70 AND pub2018 <= 8184.50 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
pubTJP2018 <= 38.70 AND h5Index > 106.50 AND pub2017 > 6219.50,"['0.13', '0.07']",0.13,0.07,0.06
pubTJP2018 > 38.70 AND citPP2017 > 10.15 AND cit2017 <= 77166.50,"['0.13', '0.10']",0.13,0.1,0.03
cit2017 <= 75794.50 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
authors2017 <= 7050.50 AND citPA2018 > 5.45 AND pubTJP2017 > 46.80,"['0.13', '0.02']",0.13,0.02,0.11
authors2017 > 7050.50 AND cit2018 <= 43571.50 AND acaCol2017 <= 5.75,"['0.12', '0.13']",0.12,0.13,-0.010000000000000009
citPP2017 > 10.15 AND pub2017 <= 6742.50 AND cit2017 <= 65459.00,"['0.13', '0.07']",0.13,0.07,0.06
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND pub2018 > 2858.50,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND cit2017 <= 89417.50,"['0.13', '0.05']",0.13,0.05,0.08
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND fwCitImp2017 <= 2.38,"['0.13', '0.02']",0.13,0.02,0.11
pub2018 <= 8184.50 AND citPA2017 > 12.26 AND fwCitImp2018 <= 2.14,"['0.13', '0.02']",0.13,0.02,0.11
authors2016 <= 6535.50 AND citPA2017 > 9.83 AND acaCol2018 <= 4.20,"['0.13', '0.04']",0.13,0.04,0.09
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND acaCol2018 <= 6.60,"['0.13', '0.13']",0.13,0.13,0.0
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND acaCol2018 > 6.60,"['0.13', '0.03']",0.13,0.03,0.1
authors2016 > 6535.50 AND cit2017 <= 89417.50 AND acaCol2016 <= 4.85,"['0.10', '0.13']",0.1,0.13,-0.03
authors2016 <= 6535.50 AND citPA2018 > 5.45 AND pubTJP2017 > 46.80,"['0.13', '0.02']",0.13,0.02,0.11
pubTJP2018 <= 38.70 AND pub2016 <= 6225.50 AND acaCol2018 <= 3.25,"['0.04', '0.13']",0.04,0.13,-0.09
cit2018 <= 35720.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
authors2016 > 6535.50 AND cit2018 <= 43571.50 AND acaCol2016 <= 4.85,"['0.09', '0.13']",0.09,0.13,-0.04000000000000001
authors2016 <= 6535.50 AND citPA2018 > 5.45 AND pubTJP2017 > 46.80,"['0.13', '0.02']",0.13,0.02,0.11
authors2018 > 6722.50 AND citPP2016 > 14.50 AND cit2018 <= 43986.50,"['0.13', '0.04']",0.13,0.04,0.09
pubTJP2018 > 38.70 AND cit2017 <= 76606.00 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
fwCitImp2017 <= 2.05 AND cit2016 <= 107115.50 AND pubTJP2018 > 42.85,"['0.13', '0.10']",0.13,0.1,0.03
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND acaCol2017 <= 5.75,"['0.13', '0.05']",0.13,0.05,0.08
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND fwCitImp2016 <= 2.41,"['0.13', '0.03']",0.13,0.03,0.1
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND acaCol2017 <= 5.75,"['0.13', '0.05']",0.13,0.05,0.08
citPP2017 > 10.15 AND cit2017 <= 77166.50 AND pubPA2017 > 1.04,"['0.13', '0.07']",0.13,0.07,0.06
pub2017 <= 7940.00 AND citPA2017 <= 12.63 AND acaCol2016 > 7.55,"['0.13', '0.09']",0.13,0.09,0.04000000000000001
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubPA2017 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND pub2016 > 4432.00,"['0.13', '0.02']",0.13,0.02,0.11
pub2018 <= 8184.50 AND fwCitImp2017 > 2.05 AND citPA2018 > 5.46,"['0.13', '0.03']",0.13,0.03,0.1
cit2016 <= 107650.00 AND acaCol2018 <= 6.75 AND pubTJP2018 > 42.85,"['0.13', '0.11']",0.13,0.11,0.020000000000000004
authors2018 > 6722.50 AND citPA2016 <= 17.89 AND authors2017 > 10251.00,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
cit2017 <= 75794.50 AND pubTJP2018 > 42.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND authors2018 > 4237.50,"['0.13', '0.02']",0.13,0.02,0.11
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND acaCol2017 <= 5.75,"['0.13', '0.05']",0.13,0.05,0.08
cit2017 <= 75794.50 AND citPA2017 > 12.36 AND fwCitImp2017 <= 2.38,"['0.13', '0.02']",0.13,0.02,0.11
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
pub2016 > 7543.00 AND fwCitImp2018 <= 1.98 AND intCol2017 <= 45.15,"['0.13', '0.07']",0.13,0.07,0.06
pub2016 <= 7543.00 AND citPA2017 > 9.83 AND acaCol2018 <= 4.20,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubTCP2016 <= 22.25,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
authors2018 <= 6722.50 AND citPA2018 > 5.45 AND fwCitImp2018 > 1.84,"['0.12', '0.13']",0.12,0.13,-0.010000000000000009
cit2018 > 35720.00 AND pubPA2016 > 0.95 AND cit2017 <= 85672.00,"['0.13', '0.03']",0.13,0.03,0.1
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND cit2017 <= 89417.50,"['0.13', '0.05']",0.13,0.05,0.08
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.13', '0.07']",0.13,0.07,0.06
h5Index <= 172.50 AND authors2016 <= 6632.00 AND pubPA2018 > 1.26,"['0.13', '0.07']",0.13,0.07,0.06
h5Index <= 172.50 AND authors2016 > 6632.00 AND intCol2016 <= 34.65,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
h5Index <= 172.50 AND authors2016 > 6632.00 AND intCol2016 > 34.65,"['0.10', '0.13']",0.1,0.13,-0.03
pub2016 > 7543.00 AND h5Index <= 184.50 AND pubPA2018 <= 1.07,"['0.13', '0.07']",0.13,0.07,0.06
authors2016 > 6535.50 AND acaCol2016 <= 4.75 AND citPA2016 <= 15.50,"['0.13', '0.13']",0.13,0.13,0.0
cit2018 <= 35720.00 AND pubPA2018 > 1.26 AND pubPA2016 <= 1.56,"['0.13', '0.04']",0.13,0.04,0.09
pubTCP2017 <= 24.65 AND cit2018 > 36507.00 AND intCol2016 <= 43.10,"['0.13', '0.04']",0.13,0.04,0.09
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND pubTJP2017 <= 47.65,"['0.13', '0.13']",0.13,0.13,0.0
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
citPP2017 > 10.15 AND pub2016 <= 6406.50 AND fwCitImp2016 <= 2.41,"['0.13', '0.07']",0.13,0.07,0.06
cit2018 <= 35720.00 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
cit2018 > 35720.00 AND pubPA2016 > 0.95 AND cit2017 <= 85672.00,"['0.13', '0.03']",0.13,0.03,0.1
cit2017 <= 75794.50 AND acaCol2017 <= 8.35 AND pubTJP2018 > 44.00,"['0.13', '0.08']",0.13,0.08,0.05
authors2017 > 7050.50 AND cit2018 <= 43571.50 AND citPA2016 > 14.94,"['0.13', '0.02']",0.13,0.02,0.11
pub2017 <= 7940.00 AND pub2016 > 3802.50 AND pubPA2016 > 1.19,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 <= 75794.50 AND pubPA2018 > 1.26 AND pubPA2016 <= 1.56,"['0.13', '0.04']",0.13,0.04,0.09
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubPA2017 <= 1.08,"['0.13', '0.05']",0.13,0.05,0.08
citPP2018 <= 4.75 AND cit2017 > 89417.50,"['0.13', '0.00']",0.13,0.0,0.13
citPA2018 <= 5.33 AND cit2016 > 143080.00,"['0.13', '0.00']",0.13,0.0,0.13
cit2018 <= 35720.00 AND pubTJP2017 > 47.15,"['0.13', '0.03']",0.13,0.03,0.1
citPA2018 <= 5.33 AND cit2016 > 143080.00,"['0.13', '0.00']",0.13,0.0,0.13
citPP2018 <= 4.75 AND cit2017 > 89417.50,"['0.13', '0.00']",0.13,0.0,0.13
pub2018 <= 8184.50 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
pub2016 <= 7543.00 AND pubTJP2017 > 47.65,"['0.13', '0.03']",0.13,0.03,0.1
pub2018 > 4798.00 AND authors2016 <= 4396.00,"['0.13', '0.01']",0.13,0.01,0.12000000000000001
citPA2016 <= 17.19 AND cit2017 > 89417.50,"['0.13', '0.00']",0.13,0.0,0.13
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPP2016 > 10.30,"['0.14', '0.04']",0.14,0.04,0.1
cit2016 > 107650.00 AND cit2017 <= 89417.50 AND intCol2017 > 44.90,"['0.14', '0.01']",0.14,0.01,0.13
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.14', '0.06']",0.14,0.06,0.08000000000000002
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND cit2017 > 89417.50,"['0.14', '0.00']",0.14,0.0,0.14
authors2017 > 7050.50 AND citPA2017 <= 9.69 AND cit2018 <= 43571.50,"['0.14', '0.13']",0.14,0.13,0.010000000000000009
authors2016 <= 6535.50 AND citPA2018 > 5.45 AND fwCitImp2018 > 1.84,"['0.14', '0.13']",0.14,0.13,0.010000000000000009
pub2016 > 7543.00 AND acaCol2018 <= 5.15 AND cit2017 > 90284.00,"['0.14', '0.00']",0.14,0.0,0.14
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPP2016 > 10.30,"['0.14', '0.04']",0.14,0.04,0.1
pub2016 <= 7543.00 AND pubTJP2017 > 43.95 AND citPA2016 <= 16.86,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubTJP2016 <= 43.60,"['0.14', '0.01']",0.14,0.01,0.13
authors2017 > 7050.50 AND cit2018 <= 43571.50 AND acaCol2018 > 5.35,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
authors2018 > 6722.50 AND cit2018 <= 43571.50 AND acaCol2017 > 5.75,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND cit2016 <= 143080.00,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
pub2017 > 7940.00 AND cit2018 <= 43571.50 AND authors2018 <= 9311.50,"['0.14', '0.01']",0.14,0.01,0.13
cit2018 > 35720.00 AND cit2016 <= 143080.00 AND pubPA2017 <= 1.08,"['0.14', '0.07']",0.14,0.07,0.07
authors2018 > 6722.50 AND cit2018 <= 43571.50 AND acaCol2017 > 5.75,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
cit2016 <= 107650.00 AND pubTJP2018 > 42.85 AND fwCitImp2016 > 1.76,"['0.14', '0.14']",0.14,0.14,0.0
pub2018 <= 8184.50 AND pub2018 > 4798.00 AND pubPA2017 > 1.14,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
pub2016 <= 7543.00 AND pubTJP2017 > 43.95 AND citPA2016 <= 16.86,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPA2018 <= 4.53,"['0.14', '0.04']",0.14,0.04,0.1
pub2016 > 7543.00 AND cit2016 <= 143080.00 AND pubPA2018 <= 1.07,"['0.14', '0.07']",0.14,0.07,0.07
authors2017 <= 7050.50 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
citPP2017 <= 10.15 AND cit2016 > 107115.50 AND cit2018 <= 43571.50,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
h5Index <= 172.50 AND pub2016 > 4458.00 AND cit2017 > 73047.50,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
authors2018 > 6722.50 AND pubTCP2017 <= 22.00 AND cit2017 <= 85672.00,"['0.12', '0.14']",0.12,0.14,-0.020000000000000018
cit2017 > 75794.50 AND acaCol2017 <= 5.75 AND fwCitImp2017 > 2.01,"['0.14', '0.00']",0.14,0.0,0.14
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND h5Index <= 184.50,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
pub2018 <= 8184.50 AND pubTJP2018 > 43.25 AND pub2018 > 4798.00,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
cit2016 > 107650.00 AND pubTCP2016 > 13.65 AND intCol2016 <= 35.70,"['0.14', '0.04']",0.14,0.04,0.1
cit2016 > 107650.00 AND h5Index <= 196.50 AND pubPA2016 > 1.08,"['0.14', '0.00']",0.14,0.0,0.14
cit2017 > 75794.50 AND cit2016 <= 143080.00 AND citPA2018 <= 5.13,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
cit2018 > 35720.00 AND cit2016 <= 143080.00 AND pubPA2017 <= 1.08,"['0.14', '0.07']",0.14,0.07,0.07
authors2017 <= 7050.50 AND pubTJP2018 > 43.25 AND pub2018 > 4798.00,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
pub2016 <= 7543.00 AND fwCitImp2017 <= 2.05 AND pubTJP2018 > 42.85,"['0.14', '0.11']",0.14,0.11,0.030000000000000013
pub2016 <= 7543.00 AND fwCitImp2017 > 2.05 AND cit2017 <= 59761.50,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 > 89417.50,"['0.14', '0.00']",0.14,0.0,0.14
pub2016 > 7543.00 AND acaCol2018 <= 5.15 AND cit2017 > 90284.00,"['0.14', '0.00']",0.14,0.0,0.14
pub2018 <= 8184.50 AND pub2017 > 3859.00 AND pubPA2016 > 1.19,"['0.14', '0.04']",0.14,0.04,0.1
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND h5Index <= 184.50,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
cit2018 > 35720.00 AND pubPA2017 > 0.96 AND cit2017 <= 85672.00,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
cit2017 > 75794.50 AND h5Index <= 184.50 AND citPA2018 <= 5.13,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubTJP2016 <= 43.60,"['0.14', '0.01']",0.14,0.01,0.13
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND cit2017 <= 89417.50,"['0.14', '0.06']",0.14,0.06,0.08000000000000002
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND cit2017 > 89417.50,"['0.14', '0.00']",0.14,0.0,0.14
cit2016 > 107650.00 AND citPA2018 <= 5.33 AND cit2018 <= 43571.50,"['0.14', '0.06']",0.14,0.06,0.08000000000000002
authors2017 <= 7050.50 AND pubTJP2018 > 43.25 AND pub2018 > 4798.00,"['0.14', '0.02']",0.14,0.02,0.12000000000000001
authors2017 <= 7050.50 AND h5Index > 91.50 AND pubTJP2017 > 47.15,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
authors2017 <= 7050.50 AND intCol2016 <= 66.15 AND citPA2018 > 5.56,"['0.14', '0.10']",0.14,0.1,0.04000000000000001
authors2016 <= 6535.50 AND pubTJP2016 > 43.85 AND pubTJP2017 > 47.15,"['0.14', '0.03']",0.14,0.03,0.11000000000000001
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND cit2017 > 89417.50,"['0.14', '0.00']",0.14,0.0,0.14
cit2017 <= 75794.50 AND intCol2018 <= 67.70 AND acaCol2018 > 6.75,"['0.14', '0.10']",0.14,0.1,0.04000000000000001
pub2017 > 7940.00 AND citPP2017 > 6.90 AND citPA2017 <= 9.68,"['0.14', '0.04']",0.14,0.04,0.1
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPP2016 > 10.30,"['0.14', '0.04']",0.14,0.04,0.1
authors2016 > 6535.50 AND cit2017 <= 89417.50 AND acaCol2018 <= 5.35,"['0.12', '0.14']",0.12,0.14,-0.020000000000000018
authors2017 > 7050.50 AND citPA2017 <= 9.69 AND cit2018 <= 43571.50,"['0.14', '0.13']",0.14,0.13,0.010000000000000009
cit2017 > 75794.50 AND cit2016 <= 143080.00 AND citPA2018 <= 5.13,"['0.14', '0.05']",0.14,0.05,0.09000000000000001
cit2018 > 35720.00 AND cit2016 <= 143080.00 AND intCol2017 > 51.95,"['0.14', '0.01']",0.14,0.01,0.13
cit2018 <= 35720.00 AND pubTJP2017 > 43.95 AND citPA2016 <= 16.88,"['0.14', '0.04']",0.14,0.04,0.1
cit2018 <= 35720.00 AND pubTJP2017 > 43.95 AND citPA2016 > 16.88,"['0.12', '0.14']",0.12,0.14,-0.020000000000000018
cit2018 > 35720.00 AND cit2016 <= 143080.00 AND pubPA2017 <= 1.08,"['0.14', '0.07']",0.14,0.07,0.07
citPP2017 > 10.15 AND cit2016 <= 115449.50 AND fwCitImp2017 <= 2.38,"['0.14', '0.07']",0.14,0.07,0.07
